title	author	publisher	pub_date	sudoc	digagent	contributor	catalog_uri	availability
Reconnaissance of the ground-water resources of Delta County, Michigan	Sinclair, William C. (William Campbell), 1928-	U.S. Geological Survey,	1960		google	UIUC	https://catalog.hathitrust.org/Record/3162712	Limited View
Characteristics and photochemical reactivity of emissions	Dimitriades, B. Bartlesville Energy Research Center.	National Technical Information Service,	1972		google	UCR	https://catalog.hathitrust.org/Record/102347072	Full View
Lock hydraulic system model and prototype study data	Pickett, Ellis B. Neilson, Frank M. United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1988		google	UCR	https://catalog.hathitrust.org/Record/102347294	Full View
Base of moderately saline ground water in the Uinta Basin, Utah, with an introductory section describing the methods used in determining its position	Howells, Lewis W. Hunt, Gilbert L. Longson, Mark S. Utah. Division of Oil, Gas, and Mining. Utah. Department of Natural Resources.	U.S. Geological Survey,	1987		google	UCR	https://catalog.hathitrust.org/Record/102475992	Full View
Workplace Fairness Act	United States. Congress. House. Committee on Education and Labor.	U.S. G.P.O.,	1991	Y 1.1/8:102-57/pt.3-	google	UIUC	https://catalog.hathitrust.org/Record/102610471	Full View
The Canadian job creation model and its applicability to the United States	Barocci, Thomas A. United States. Congress. Joint Economic Committee. Subcommittee on Economic Growth.	U.S. Govt. Print. Off.,	1976		google	UIUC	https://catalog.hathitrust.org/Record/102610475	Full View
American productivity: key to economic strength and national survival	United States. Congress. Joint Economic Committee. Subcommittee on Priorities and Economy in Government.	U.S. Govt. Print. Off.,	1972	Y 4.Ec 7:P 94/18	google	UIUC	https://catalog.hathitrust.org/Record/102610495	Limited View
On giving a job, the implementation and allocation of public service employment	Wiseman, Michael. United States. Congress. Joint Economic Committee. Subcommittee on Economic Growth.	U.S. Govt. Print. Off.,	1975		google	UIUC	https://catalog.hathitrust.org/Record/102610500	Full View
The Feds in the workplace	Levitan, Sar A. National Council on Employment Policy.	prepared for the National Council on Employment Policy, Washington D.C., by Olympus Pub. Co.,	1986		google	UIUC	https://catalog.hathitrust.org/Record/102610507	Limited View
Salary and retirement annuity increases of Federal classified and postal employees, 1945-71 together with current salary schedules	United States. Congress. House. Committee on Post Office and Civil Service. Subcommittee on Retirement, Insurance, and Health Benefits.	U.S. Govt. Print. Off.,	1971	Y 4.P 84/10:Sa 3/15/945-71-2	google	UIUC	https://catalog.hathitrust.org/Record/102610511	Limited View
Title 5, United States Code	United States. United States. Congress. Senate. Committee on Post Office and Civil Service.	U.S. Govt. Print. Off.,	1977	Y 4.P 84/11:Un 3/2/977	google	UIUC	https://catalog.hathitrust.org/Record/102610512	Full View
Legislative and regulatory reforms in state and local personnel systems	United States. Office of Intergovernmental Personnel Programs.	U.S. Office of Personnel Management, Office of Intergovernmental Personnel Programs,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102610515	Full View
Studies in public welfare	United States. Congress. Joint Economic Committee. Subcommittee on Fiscal Policy.	United States Government Printing Office,	1974	Y 4.EC 7:W 45/PAPER 19	google	UIUC	https://catalog.hathitrust.org/Record/102610516	Full View
Digital Computer basics	United States. Bureau of Naval Personnel.	Dover Publications	1968		google	UIUC	https://catalog.hathitrust.org/Record/102610539	Limited View
Past practices in the development of cooperative housing in the United States and an analysis of their implications for rural areas	Martineau, T. R. United States. Dept. of Housing and Urban Development. Office of Policy Development and Research. Battelle Memorial Institute. Columbus Laboratories.	Battelle Columbus Laboratories,	1981		google	UIUC	https://catalog.hathitrust.org/Record/102610723	Full View
Driver's manual	United States. Department of the Treasury.	U.S. Government Printing Office, For sale by the Superintendent of Documents, U.S. Government Printing Office, Treasury Department,	1961	T 1.10/2:D 83/961	google	UIUC	https://catalog.hathitrust.org/Record/102610817	Full View
Abraham Lincoln	Appleman, Roy Edgar,	[U.S. Govt. Print. Off.]	1956	I 29.50:2/3	google	UIUC	https://catalog.hathitrust.org/Record/102610881	Limited View
Jamestowne in the words of contemporaries	Hatch, Charles E., editor. Riley, Edward M., editor.	United States Department of the Interior, National Park Service,	1944	I 29.50:5	google	UIUC	https://catalog.hathitrust.org/Record/102610884	Full View
The amended modernization credit plan	United States. Federal Housing Administration.		1935	Y 3.F 31/11:2 C 91 p	google	UIUC	https://catalog.hathitrust.org/Record/102611021	Limited View
Interviewing in social security as practiced in the administration of old-age, survivors and disability insurance	De Schweinitz, Elizabeth. De Schweinitz, Karl, 1887-1975.	U. S. Dept. of Health, Education, and Welfare, Social Security Administration, Bureau of Old-Age and Survivors Insurance, Division of Field Operations,	1961		google	UIUC	https://catalog.hathitrust.org/Record/102611184	Full View
Jurisdiction of Commerce court	United States. Congress. House. Committee on the Judiciary.		1912		google	UIUC	https://catalog.hathitrust.org/Record/102611200	Full View
Basic personnel records and files system for federal agencies	United States Civil Service Commission.		1950		google	UIUC	https://catalog.hathitrust.org/Record/102611234	Full View
A guide to demonstration grants	United States. Urban Renewal Administration.		1955		google	UIUC	https://catalog.hathitrust.org/Record/102611255	Full View
The institutional guide to DHEW policy on protection of human subjects	National Institutes of Health (U.S.)	U.S. Dept. of Health, Education, and Welfare, Public Health Service, National Institute of Health,	1971		google	UIUC	https://catalog.hathitrust.org/Record/102611302	Full View
Freight forwarding investigation	United States. Interstate Commerce Commission.	U.S. G.P.O.,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102611310	Full View
A bill to amend the Communications act of 1934 to extend and improve the provisions of such act relating to long-term financing for the Corporation for Public Broadcasting and relating to certain grant groups for public telecommunications, and for other purposes ...	United States. Congress. Senate.	U.S. Govt. Print. Off.,	1978		google	UIUC	https://catalog.hathitrust.org/Record/102611331	Full View
In the matter of rates, practices, accounts, and revenues of carriers subject to the Act to regulate commerce	United States. Interstate Commerce Commission.	Gov't Print. Off.,	1907		google	UIUC	https://catalog.hathitrust.org/Record/102611335	Full View
Passenger fares and surcharges	United States. Interstate Commerce Commission.	U.S. Govt. print. off.,	1936		google	UIUC	https://catalog.hathitrust.org/Record/102611337	Full View
Regulations to govern the forms and recording of passes prescribed by the Interstate Commerce Commission in accordance with section 20 of the act to regulate commerce	United States. Interstate Commerce Commission.	Govt. Print. Off.,	1937		google	UIUC	https://catalog.hathitrust.org/Record/102611338	Full View
An outline of study course in practice and procedure before the Interstate Commerce Commission	Association of Practitioners before the Interstate Commerce Commission (U.S.) United States. Interstate Commerce Commission.	Association of Practitioners before the Interstate Commerce Commission,	1939		google	UIUC	https://catalog.hathitrust.org/Record/102611360	Limited View
Telecommunictions	International Telegraph and Telephone Conference (1949 : Paris) International Telecommunications Conference (1947 : Atlantic City)	U.S. Govt. Print. Off.,	1951		google	UIUC	https://catalog.hathitrust.org/Record/102611372	Full View
The port of Liverpool including Birkenhead and Garston	Cotter, Edward Patrick, 1896- United States. Bureau of Foreign and Domestic Commerce.	Govt. Print. Off.,	1929		google	UIUC	https://catalog.hathitrust.org/Record/102611386	Limited View
Terminal report	United States Operations Mission to Thailand. University of Hawaii (Honolulu) Mahāwitthayālai Kasētsāt.	Kasestart University,	1965		google	UIUC	https://catalog.hathitrust.org/Record/102611400	Limited View
Rules and regulations regarding the Alaska School Service for the natives of Alaska, adopted May 20, 1911	United States. Alaska School Service.	Govt. Print. Off.,	1911		google	UIUC	https://catalog.hathitrust.org/Record/102611493	Full View
The Communications act of 1934	United States. Federal Communications Commission.	Federal Communications Commission : For sale by the Supt. of Docs., U.S. G.P.O.,	1971		google	UIUC	https://catalog.hathitrust.org/Record/102611586	Full View
Federal educational policies, programs and proposals	Library of Congress. Legislative Reference Service. Quattlebaum, Charles Albert, 1902- United States. Congress. House. Committee on Education and Labor.	The Service,	1960		google	UIUC	https://catalog.hathitrust.org/Record/102611853	Full View
Geology and magnetic data for Alpha-Brule River and Panola Plains areas, Michigan	Pettijohn, F. J. (Francis John), 1904-1999. Geological Survey (U.S.)	Michigan Geological Survey,	1969		google	UIUC	https://catalog.hathitrust.org/Record/102612052	Limited View
Geology and magnetic data for southern Crystal Falls area, Michigan	Pettijohn, F. J. (Francis John), 1904-1999. Geological Survey (U.S.)	State of Michigan, Geological Survey,	1972		google	UIUC	https://catalog.hathitrust.org/Record/102612053	Limited View
Geology and magnetic data for northern Crystal Falls area, Michigan	Pettijohn, F. J. (Francis John), 1904-1999. Geological Survey (U.S.)	State of Michigan Geological Survey Division,	1970		google	UIUC	https://catalog.hathitrust.org/Record/102612054	Limited View
Geology and magnetic data between Iron River and Crystal Falls, Michigan	James, Harold Lloyd, 1912- Clark, Lorin D., joint author. Pettijohn, F. J. (Francis John), 1904-1999, joint author. Geological Survey (U.S.)	State of Mich., Geological Survey Division,	1970		google	UIUC	https://catalog.hathitrust.org/Record/102612055	Limited View
Hydrologic and mining data from an area of underground coal mining in Garrett County, Maryland	Hiortdahl, Steven N. Maryland. Bureau of Mines. Geological Survey (U.S.)	Dept. of Natural Resources, Maryland Geological Survey,	1988		google	UIUC	https://catalog.hathitrust.org/Record/102612058	Limited View
Fresh-water resources in the southeastern part of the Tularosa basin	Garza, Sergio, 1929- McLean, J. S. (John Scott), 1942- joint author. Geological Survey (U.S.)	New Mexico State Engineer,	1977		google	UIUC	https://catalog.hathitrust.org/Record/102612059	Limited View
Quaternary geology, of northern Melville Peninsula, District of Franklin; Northwest Territories	Dredge, L. A.	Geological Survey of Canada,	1995	M42-484E	google	UIUC	https://catalog.hathitrust.org/Record/102612072	Limited View
Geology and water resources of Charles Mix and Douglas Counties, South Dakota	Hedges, Lynn S. Geological Survey (U.S.)	Science Center, University of South Dakota,	1975		google	UIUC	https://catalog.hathitrust.org/Record/102612111	Limited View
Geology and water resources of Deuel and Hamlin counties, South Dakota	Beissel, Dennis R. Gilbertson, Jay P. South Dakota Geological Survey. Geological Survey (U.S.)	Science Center, University of South Dakota,	1987		google	UIUC	https://catalog.hathitrust.org/Record/102612113	Limited View
