title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Farmers home administration (rural housing program operations)	United States. Congress. House. Committee on Government Operations. Intergovernmental Relations Subcommittee. United States. Congress. House. Committee on Government Operations.	U.S. Govt. Print. Off.,	1973	Y 4.G 74/7:F 22	google	UCR	https://catalog.hathitrust.org/Record/102265867	Full View
History of the Immigration and Naturalization Service	Library of Congress. Congressional Research Service. United States. Congress. Senate. Committee on the Judiciary.	U.S.G.P.O.,	1980		google	UCBK	https://catalog.hathitrust.org/Record/102259041	Full View
Historical statistics on banking	Federal Deposit Insurance Corporation.	FDIC,	1993		google	UCLA	https://catalog.hathitrust.org/Record/102263556	Full View
Overview of the Static World Policy Simulation (SWOPSIM) Modeling Framework	Roningen, Vernon United States. Dept. of Agriculture. Economic Research Service. Agriculture and Trade Analysis Division.	U.S. Dept. of Agriculture, Economic Research Service, Agriculture and Trade Analysis Division,	1991		google	UIUC	https://catalog.hathitrust.org/Record/102226340	Full View
The accuracy of USDA's export forecasts	MacDonald, Stephen. United States. Dept. of Agriculture. Commodity Economics Division.	U.S. Dept. of Agriculture, Economic Research Service, Commodity Economics Division,	1992		google	UIUC	https://catalog.hathitrust.org/Record/102225488	Full View
South Korea	Morgan, Nancy E. Raney, Terri L. United States. Dept. of Agriculture. Economic Research Service. Agriculture and Trade Analysis Division. United States. Dept. of Agriculture. Commodity Economics Division.	U.S. Dept. of Agriculture, Economic Research Service, Agriculture and Trade Analysis Division, [and] Commodity Economics Division,	1994		google	UIUC	https://catalog.hathitrust.org/Record/102225638	Full View
Tunisia : determinants of wheat import demand	Lent, Rebecca J. Dusch, Erin United States. Dept. of Agriculture. Economic Research Service. Agriculture and Trade Analysis Division. United States. Dept. of Agriculture. Commodity Economics Division.	U.S. Dept. of Agriculture, Economic Research Service, Agriculture and Trade Analysis Division [and] Commodity Economics Division,	1994		google	UIUC	https://catalog.hathitrust.org/Record/102226341	Full View
Supermarket characteristics and operating costs in low-income areas	King, Robert P. Behl, Ajay S. Leibtag, Ephraim. United States. Dept. of Agriculture. Economic Research Service.	USDA Economic Research Service,	2004		google	UIUC	https://catalog.hathitrust.org/Record/102225611	Full View
Welfare reform	United States. Congress. Senate. Committee on Finance.	U.S. G.P.O.,	1972	Y 4.F 49:W 45/6	google	UCR	https://catalog.hathitrust.org/Record/102265787	Full View
Proposed transfer of Military Sealift Command functions to Military Traffic Management and Terminal Service	United States. Congress. House. Committee on Armed Services. Special Subcommittee on Transportation.	U.S. Govt. Print. Off.,	1971		google	UIUC	https://catalog.hathitrust.org/Record/102225614	Full View
Ghana and Togo	Missiaen, Margaret B. Smith, Mark E. (Mark Eugene), 1957- United States. Dept. of Agriculture. Economic Research Service. Agriculture and Trade Analysis Division. United States. Dept. of Agriculture. Commodity Economics Division.	U.S. Dept. of Agriculture, Economic Research Service,	1993		google	UIUC	https://catalog.hathitrust.org/Record/102225916	Full View
Energy integrated dairy farm system in Georgia	Walsh, James L. (James Leo), 1947- Lamade, Ralph M. Ross, Charles C. Georgia Tech Research Institute. Economic Development Laboratory. United States. Dept. of Energy. Office of Conservation and Renewable Energy. Office of Industrial Programs. United States. Dept. of Energy. Idaho Operations Office.	U.S. Dept. of Energy, Idaho Operations Office,	1986		google	WU	https://catalog.hathitrust.org/Record/9391728	Full View
Energy integrated dairy farm system in North Dakota	Pratt, G. North Dakota State University. United States. Dept. of Energy. Office of Conservation and Renewable Energy. Office of Industrial Programs. United States. Dept. of Energy. Idaho Operations Office.	U.S Dept. of Energy, Idaho Operations Office,	1986		google	WU	https://catalog.hathitrust.org/Record/9391829	Full View
Energy integrated cotton farm system in Arizona	Golightly, J. L. Odom, William B. United States. Dept. of Energy. Office of Conservation and Renewable Energy. Office of Industrial Programs. United States. Dept. of Energy. Idaho Operations Office. Energy Management Corporation.	U.S Dept. of Energy, Idaho Operations Office ; Available from NTIS,	1985		google	WU	https://catalog.hathitrust.org/Record/9391831	Full View
Energy integrated dairy farm system in Puerto Rico	Sasscer, Donald S. Morgan, Thomas O. Center for Energy and Environment Research (San Juan, P.R.) United States. Dept. of Energy. Office of Conservation and Renewable Energy. Office of Industrial Programs. United States. Dept. of Energy. Idaho Operations Office.	U.S Dept. of Energy, Idaho Operations Office,	1986		google	WU	https://catalog.hathitrust.org/Record/9391841	Full View
Energy integrated swine farm system in Nebraska	Splinter, W. E. Bashford, Leonard Leroy, 1938- Schulte, D. D. University of Nebraska--Lincoln. United States. Dept. of Energy. Office of Conservation and Renewable Energy. Office of Industrial Programs. United States. Dept. of Energy. Idaho Operations Office.	U.S Dept. of Energy, Idaho Operations Office,	1987		google	WU	https://catalog.hathitrust.org/Record/9391842	Full View
Breakout group reports for clinical and in vivo laboratory findings	EMF Science Review Symposium (3rd : 1998, Apr. 6-9 : Phoenix, AZ) United States. Dept. of Energy. Electric and Magnetic Fields Research and Public Information Dissemination Program (U.S.) National Institute of Environmental Health Sciences.	National Institute of Environmental Health Sciences,	1998		google	WU	https://catalog.hathitrust.org/Record/8994827	Full View
La Clínica de los Campesinos, Inc	United States. Public Health Service.	Dept. of Health Education, and Welfare, Public Health Service,	1980		google	WU	https://catalog.hathitrust.org/Record/8994873	Full View
Reconstruction of crustal blocks of California on the basis of initial strontium isotopic compositions of Mesozoic granite rocks	Kistler, Ronald Wayne, 1931- Peterman, Zell E.	U.S. Govt. Print. Off.,	1978	I 19.16:1071	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278386	Full View
Wallrocks of the central Sierra Nevada batholith, California	Nokleberg, Warren J.	U.S. Geological Survey,	1983	I 19.16:1255	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278390	Full View
Stratigraphy and structure of the Strawberry mine roof pendant, central Sierra Nevada, California	Nokleberg, Warren J.	U.S. G.P.O. : for sale by the Supt. of Docs.,	1981	I 19.16:1154	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278402	Full View
Ammonites of early cretaceous age (Valanginian and Hauterivian) from the Pacific coast states	Imlay, Ralph W. (Ralph Willard), 1908-1989.	U.S. Govt. Print. Off.,	1960	I 19.16:334-F	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278410	Full View
Physical stratigraphy and trilobite biostratigraphy of the Carrara Formation (Lower and Middle Cambrian) in the southern Great basin	Palmer, Allison R. Halley, Robert B.	U.S. Govt. Print. Off.,	1979	I 19.16:1047	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278411	Full View
Crustal structure of the Western United States	Prodehl, C., 1936-	U.S. Govt. Print. Off.,	1979	I 19.16:1034	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278395	Full View
Regional metamorphism in the Condrey Mountain quadrangle, north-central Klamath Mountains, California	Hotz, Preston Enslow, 1913-	U.S. Govt. Print. Off.,	1979		berkeley	UCBK	https://catalog.hathitrust.org/Record/102278397	Full View
Atlas of relations between climatic parameters and distributions of important trees and shrubs in North America--	Thompson, Robert Stephen. Geological Survey (U.S.)	U.S. Dept. of the Interior, U.S. Geological Survey,	2006	I 19.16:1650-D	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278401	Full View
Raymond quadrangle, Madera and Mariposa Counties, California	Bateman, Paul C., 1910-2007 Sawka, Wayne N.	U.S. Dept. of the Interior, Geological Survey ; For sale by the Supt. of Docs., U.S. G.P.O.,	1981	I 19.16:1214	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278394	Full View
Reconnaissance of the geomorphology and glacial geology of the San Joaquin Basin, Sierra Nevada, California	Matthes, François, 1874-1948.	U. S. Govt. Print. Off.,	1960		berkeley	UCBK	https://catalog.hathitrust.org/Record/102278384	Full View
Element concentrations in soils and other surficial materials of the conterminous United States	Shacklette, Hansford T. Boerngen, Josephine G. Geological Survey (U.S.)	U.S. Dept. of the Interior, Geological Survey ; For sale by the Distribution Branch, USGS,	1984	I 19.16:1270	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278389	Full View
Sculptural variation of the Pliocene pelecypod Patinopecten healeyi (Arnold)	Moore, Ellen James.	U.S. Govt. Print. Off.,	1979	I 19.16:1103	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278400	Full View
Earth flows	Keefer, David K. Johnson, Arvid M.	U.S. G.P.O.,	1983	I 19.16:1264	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278388	Full View
Descriptions and analyses of eight new USGS rock standards	Flanagan, F. J. (Francis James), 1915-	U.S. Govt. Print. Off.,	1976	I 19.16:840	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278405	Full View
The Loma Prieta, California, earthquake of October 17, 1989		U.S. G.P.O. ; For sale by the Book and Open-File Report Sales, U.S. Geological Survey,	1992		berkeley	UCBK	https://catalog.hathitrust.org/Record/102278385	Full View
Geology and ore deposits of East Shasta copper-zinc district, Shasta County, California	Albers, John P. (John Patrick), 1919-1986. Robertson, J. F. California. Division of Mines and Geology.	U.S.Govt.Print.Off.,	1961	I 19.16:338	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278387	Full View
Temperature parameters of humid to mesic forests of Eastern Asia and relation to forests of other regions of the Northern Hemisphere and Australasia	Wolfe, Jack A., 1936-	U.S. Govt. Print. Off.,	1979	I 19.16:1106	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278393	Full View
Tertiary marine pelecypods of California and Baja California	Moore, Ellen James. Geological Survey (U.S.)	U.S. G.P.O. ; For sale by the Books and Open-File Reports Section, U.S. Geological Survey,	1987	I 19.16:1228-C	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278396	Full View
Petrology, structure, and genesis of the asbestos-bearing ultramafic rocks of the Belvidere Mountain area in Vermont	Chidester, A. H. (Alfred Herman), 1914- Cady, W. M. (Wallace Martin), 1912-1991 Albee, Arden Leroy, 1928-	U.S. Govt. Print. Off.,	1978	I 19.16:1016	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278409	Full View
Oligocene stratigraphy, tectonics, and paleogeography southwest of the San Andreas Fault	Clark, Joseph C. Rietman, Jan D.	U.S. Govt. Print. Off.,	1973	I 19.16:783	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278404	Full View
Ore deposits of the Gilman District, Eagle County, Colorado	Lovering, T. S. (Thomas Seward), 1896-1991. Lovering, T. G. (Tom Gray), 1921-1996. Tweto, Ogden, 1912-1983. Colorado. Mining Industrial Development Board.	U.S. Govt. Print. Off.,	1978	I 19.16:1017	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278399	Limited View
Lithium resources and requirements by the year 2000	Vine, James David, 1921-	U.S. Govt. Print. Off.,	1976		berkeley	UCBK	https://catalog.hathitrust.org/Record/102278408	Full View
Some Middle Ordovician brachiopods and trilobites from the basin ranges, Western United States	Ross, Reuben James, 1918-	U.S. Govt. Print. Off.,	1967	I 19.16:523-D	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278392	Limited View
Tertiary marine pelecypods of California and Baja California	Moore, Ellen James. Geological Survey (U.S.)	U.S. Dept. of the Interior, Geological Survey ; For sale by the Distribution Branch, U.S. Geological Survey,	1984	I 19.16:1228-B	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278403	Full View
Earthquake-induced liquefaction features in the coastal setting of South Carolina and in the fluvial setting of the New Madrid seismic zone	Obermeier, Stephen F.	U.S. G.P.O. ; For sale by the Books and Open-File Reports Section, U.S. Geological Survey,	1990	I 19.16:1504	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278398	Full View
Procedures for estimating earthquake ground motions	Hays, Walter W.	U.S. Govt. Print. Off., : for sale by the Supt. of Docs., GPO,	1980	I 19.16:1114	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278407	Full View
Comprehensive monitoring of meteorology, hydraulics, and thermal regime of the San Diego Aqueduct, California	Jobson, Harvey E. Sturrock, Alex M.	U.S. Govt. Print. Off. : for sale by the Supt. of Docs.,	1979	I 19.16:1137	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278391	Full View
Geology, petroleum development, and seismicity of the Santa Barbara Channel region, California	Geological Survey (U.S.) Geological Survey (U.S.), issuing body.	U.S. Govt. Print. Off.,	1969	I 19.16:679	berkeley	UCBK	https://catalog.hathitrust.org/Record/102278406	Full View
Draft environmental impact statement, disposal of Badger Army Ammunition Plant, Wisconsin	United States. General Services Administration. Office of Property Disposal. United States. General Services Administration. New England Region. Louis Berger, Inc.	The Louis Berger Group, Inc.?],	2002		google	WU	https://catalog.hathitrust.org/Record/5799207	Full View
